TRACT_NAME,GEOID,STATE,COUNTY,TRACT,MEDIAN_RENT,MEDIAN_INCOME,POP_TOTAL,POP_WHITE
Census Tract 4001; Alameda County; California,06001400100,06,001,400100,3501,250001,3094,2107
Census Tract 4505.01; Alameda County; California,06001450501,06,001,450501,2909,200475,3310,1906
Census Tract 4505.02; Alameda County; California,06001450502,06,001,450502,3501,225290,6066,2250
Census Tract 4506.01; Alameda County; California,06001450601,06,001,450601,3501,217788,3631,1602
Census Tract 4506.03; Alameda County; California,06001450603,06,001,450603,3501,210898,4573,1680
Census Tract 4506.04; Alameda County; California,06001450604,06,001,450604,2853,178725,4983,2460
Census Tract 4506.05; Alameda County; California,06001450605,06,001,450605,3227,206063,3742,1810
Census Tract 4506.06; Alameda County; California,06001450606,06,001,450606,3501,237083,5946,2679
Census Tract 4506.07; Alameda County; California,06001450607,06,001,450607,2119,102245,5430,1732
Census Tract 4506.08; Alameda County; California,06001450608,06,001,450608,2791,233500,4187,1560
Census Tract 4506.09; Alameda County; California,06001450609,06,001,450609,3418,162067,4824,2290
Census Tract 4507.01; Alameda County; California,06001450701,06,001,450701,3501,250001,8674,3656
Census Tract 4507.41; Alameda County; California,06001450741,06,001,450741,2245,154609,5469,2448
Census Tract 4507.42; Alameda County; California,06001450742,06,001,450742,3439,165952,5169,2310
Census Tract 4507.43; Alameda County; California,06001450743,06,001,450743,3092,170333,7627,1643
Census Tract 4507.44; Alameda County; California,06001450744,06,001,450744,3501,215147,5750,2534
Census Tract 4507.45; Alameda County; California,06001450745,06,001,450745,3269,191250,6287,1587
Census Tract 4507.46; Alameda County; California,06001450746,06,001,450746,3501,177500,3385,1460
Census Tract 4507.50; Alameda County; California,06001450750,06,001,450750,3007,158381,6698,1380
Census Tract 4507.51; Alameda County; California,06001450751,06,001,450751,3501,250001,12521,1571
Census Tract 4507.52; Alameda County; California,06001450752,06,001,450752,3501,250001,9502,1282
Census Tract 4511.02; Alameda County; California,06001451102,06,001,451102,3501,250001,3892,2762
Census Tract 4511.03; Alameda County; California,06001451103,06,001,451103,3501,250001,1448,1094
Census Tract 4511.04; Alameda County; California,06001451104,06,001,451104,1892,180500,6880,3747
Census Tract 4512.01; Alameda County; California,06001451201,06,001,451201,2099,108690,7292,3619
Census Tract 4512.02; Alameda County; California,06001451202,06,001,451202,3242,168036,5549,2284
Census Tract 4513; Alameda County; California,06001451300,06,001,451300,2766,124269,6235,3346
Census Tract 4514.01; Alameda County; California,06001451401,06,001,451401,2274,117755,5969,2213
Census Tract 4514.03; Alameda County; California,06001451403,06,001,451403,2850,190284,2145,1267
Census Tract 4514.04; Alameda County; California,06001451404,06,001,451404,2633,118688,6594,2171
Census Tract 4515.01; Alameda County; California,06001451501,06,001,451501,2633,192049,4533,2574
Census Tract 4515.03; Alameda County; California,06001451503,06,001,451503,2039,174107,6053,3308
Census Tract 4515.04; Alameda County; California,06001451504,06,001,451504,3406,169766,1493,647
Census Tract 4515.05; Alameda County; California,06001451505,06,001,451505,3107,232443,3191,2153
Census Tract 4515.06; Alameda County; California,06001451506,06,001,451506,2729,135517,3398,1361
Census Tract 4516.01; Alameda County; California,06001451601,06,001,451601,2672,202056,4866,3346
Census Tract 4516.02; Alameda County; California,06001451602,06,001,451602,2656,133594,6767,4525
Census Tract 4517.01; Alameda County; California,06001451701,06,001,451701,3501,201968,3108,1811
Census Tract 4517.03; Alameda County; California,06001451703,06,001,451703,3088,200972,3989,2330
Census Tract 4517.04; Alameda County; California,06001451704,06,001,451704,2423,147188,4593,2891
Census Tract 9819; Alameda County; California,06001981900,06,001,981900,,,9,5
Census Tract 9820; Alameda County; California,06001982000,06,001,982000,,136641,69,36
Census Tract 9821; Alameda County; California,06001982100,06,001,982100,3200,,1099,362
Census Tract 9832; Alameda County; California,06001983200,06,001,983200,3324,181250,1038,496
Census Tract 9900; Alameda County; California,06001990000,06,001,990000,,,0,0
Census Tract 3010; Contra Costa County; California,06013301000,06,013,301000,1565,100948,5451,2836
Census Tract 3020.05; Contra Costa County; California,06013302005,06,013,302005,1611,93032,7321,3461
Census Tract 3020.06; Contra Costa County; California,06013302006,06,013,302006,2923,141250,4242,1846
Census Tract 3020.07; Contra Costa County; California,06013302007,06,013,302007,2195,121304,7344,3664
Census Tract 3020.09; Contra Costa County; California,06013302009,06,013,302009,2701,134183,6707,1451
Census Tract 3020.11; Contra Costa County; California,06013302011,06,013,302011,1449,132373,5597,1372
Census Tract 3020.12; Contra Costa County; California,06013302012,06,013,302012,2214,165577,5742,2184
Census Tract 3020.13; Contra Costa County; California,06013302013,06,013,302013,2135,146535,2732,1421
Census Tract 3020.14; Contra Costa County; California,06013302014,06,013,302014,2707,144777,7610,3498
Census Tract 3031.04; Contra Costa County; California,06013303104,06,013,303104,2267,154315,6362,2639
Census Tract 3031.05; Contra Costa County; California,06013303105,06,013,303105,2309,175451,3504,1271
Census Tract 3031.06; Contra Costa County; California,06013303106,06,013,303106,1940,105750,8543,2404
Census Tract 3031.07; Contra Costa County; California,06013303107,06,013,303107,2070,129222,7436,2647
Census Tract 3032.02; Contra Costa County; California,06013303202,06,013,303202,2521,167332,8593,4228
Census Tract 3032.04; Contra Costa County; California,06013303204,06,013,303204,1618,137155,5027,2536
Census Tract 3032.06; Contra Costa County; California,06013303206,06,013,303206,3186,162448,5364,1835
Census Tract 3032.07; Contra Costa County; California,06013303207,06,013,303207,3210,124435,8913,2281
Census Tract 3032.08; Contra Costa County; California,06013303208,06,013,303208,3187,141843,4318,2470
Census Tract 3032.09; Contra Costa County; California,06013303209,06,013,303209,3393,143315,5271,1779
Census Tract 3032.10; Contra Costa County; California,06013303210,06,013,303210,3000,105789,3853,2983
Census Tract 3032.11; Contra Costa County; California,06013303211,06,013,303211,3219,147316,4241,1985
Census Tract 3040.01; Contra Costa County; California,06013304001,06,013,304001,3501,163125,5954,2739
Census Tract 3040.02; Contra Costa County; California,06013304002,06,013,304002,2446,93125,1981,1007
Census Tract 3040.03; Contra Costa County; California,06013304003,06,013,304003,2906,155556,3424,2526
Census Tract 3040.04; Contra Costa County; California,06013304004,06,013,304004,2567,141667,3462,2387
Census Tract 3040.06; Contra Costa County; California,06013304006,06,013,304006,3214,165842,3598,1713
Census Tract 3040.07; Contra Costa County; California,06013304007,06,013,304007,2835,153684,4969,2861
Census Tract 3050; Contra Costa County; California,06013305000,06,013,305000,1589,61069,7892,1546
Census Tract 3060.02; Contra Costa County; California,06013306002,06,013,306002,1817,105697,4408,1521
Census Tract 3060.03; Contra Costa County; California,06013306003,06,013,306003,1876,53411,5128,1383
Census Tract 3060.04; Contra Costa County; California,06013306004,06,013,306004,2486,79408,3377,850
Census Tract 3071.01; Contra Costa County; California,06013307101,06,013,307101,2262,91250,4609,2283
Census Tract 3071.02; Contra Costa County; California,06013307102,06,013,307102,2123,76635,5834,1299
Census Tract 3072.01; Contra Costa County; California,06013307201,06,013,307201,1709,62837,4113,831
Census Tract 3072.02; Contra Costa County; California,06013307202,06,013,307202,1890,58672,4276,471
Census Tract 3072.04; Contra Costa County; California,06013307204,06,013,307204,2635,96875,4626,1509
Census Tract 3072.05; Contra Costa County; California,06013307205,06,013,307205,2033,73708,7387,1957
Census Tract 3080.01; Contra Costa County; California,06013308001,06,013,308001,2540,91058,7970,1757
Census Tract 3080.02; Contra Costa County; California,06013308002,06,013,308002,2407,114118,4637,1018
Census Tract 3090; Contra Costa County; California,06013309000,06,013,309000,1523,78644,3663,875
Census Tract 3100; Contra Costa County; California,06013310000,06,013,310000,2089,82526,6323,1296
Census Tract 3110; Contra Costa County; California,06013311000,06,013,311000,1873,77250,5469,361
Census Tract 3120; Contra Costa County; California,06013312000,06,013,312000,1653,58971,2759,261
Census Tract 3131.02; Contra Costa County; California,06013313102,06,013,313102,2369,85825,4793,589
Census Tract 3131.04; Contra Costa County; California,06013313104,06,013,313104,2143,57454,2990,532
Census Tract 3131.05; Contra Costa County; California,06013313105,06,013,313105,2088,78982,5790,1597
Census Tract 3131.06; Contra Costa County; California,06013313106,06,013,313106,2265,136792,7006,2306
Census Tract 3131.07; Contra Costa County; California,06013313107,06,013,313107,3051,145608,2855,583
Census Tract 3132.03; Contra Costa County; California,06013313203,06,013,313203,2616,121477,3277,804
Census Tract 3132.04; Contra Costa County; California,06013313204,06,013,313204,2248,91127,5702,1152
Census Tract 3132.05; Contra Costa County; California,06013313205,06,013,313205,2207,110911,2069,348
Census Tract 3132.06; Contra Costa County; California,06013313206,06,013,313206,1917,74875,6357,694
Census Tract 3141.02; Contra Costa County; California,06013314102,06,013,314102,2075,94482,6584,910
Census Tract 3141.03; Contra Costa County; California,06013314103,06,013,314103,1982,79468,5606,491
Census Tract 3141.05; Contra Costa County; California,06013314105,06,013,314105,1845,62188,3731,246
Census Tract 3141.06; Contra Costa County; California,06013314106,06,013,314106,1249,71841,4169,295
Census Tract 3142; Contra Costa County; California,06013314200,06,013,314200,2085,81914,7179,1226
Census Tract 3150; Contra Costa County; California,06013315000,06,013,315000,2665,128369,3652,1087
Census Tract 3160; Contra Costa County; California,06013316000,06,013,316000,1529,62619,1226,490
Census Tract 3170; Contra Costa County; California,06013317000,06,013,317000,1922,71845,2128,1423
Census Tract 3180; Contra Costa County; California,06013318000,06,013,318000,1829,102604,3364,2535
Census Tract 3190.01; Contra Costa County; California,06013319001,06,013,319001,2303,143692,4228,1869
Census Tract 3190.02; Contra Costa County; California,06013319002,06,013,319002,2137,107183,3859,2491
Census Tract 3200.01; Contra Costa County; California,06013320001,06,013,320001,,109438,3272,1912
Census Tract 3200.03; Contra Costa County; California,06013320003,06,013,320003,3458,180000,2951,1656
Census Tract 3200.04; Contra Costa County; California,06013320004,06,013,320004,2476,122393,6649,4101
Census Tract 3211.01; Contra Costa County; California,06013321101,06,013,321101,2758,141607,7183,3626
Census Tract 3211.02; Contra Costa County; California,06013321102,06,013,321102,2863,152450,6013,3860
Census Tract 3211.03; Contra Costa County; California,06013321103,06,013,321103,2606,147550,4387,3038
Census Tract 3212; Contra Costa County; California,06013321200,06,013,321200,2324,105100,5698,2195
Census Tract 3220; Contra Costa County; California,06013322000,06,013,322000,2428,160308,6663,3772
Census Tract 3230; Contra Costa County; California,06013323000,06,013,323000,2956,139762,4519,2898
Census Tract 3240.02; Contra Costa County; California,06013324002,06,013,324002,2249,102239,4889,2136
Census Tract 3240.03; Contra Costa County; California,06013324003,06,013,324003,2536,105900,3370,1598
Census Tract 3240.04; Contra Costa County; California,06013324004,06,013,324004,2107,103125,2400,1292
Census Tract 3250; Contra Costa County; California,06013325000,06,013,325000,2718,146316,6201,3605
Census Tract 3260; Contra Costa County; California,06013326000,06,013,326000,2963,174722,3188,2305
Census Tract 3270.01; Contra Costa County; California,06013327001,06,013,327001,2775,98712,3544,1540
Census Tract 3270.02; Contra Costa County; California,06013327002,06,013,327002,2005,95266,4001,1783
Census Tract 3280; Contra Costa County; California,06013328000,06,013,328000,2179,53288,2456,1053
Census Tract 3290; Contra Costa County; California,06013329000,06,013,329000,2428,110417,6282,2322
Census Tract 3300; Contra Costa County; California,06013330000,06,013,330000,3286,130115,5529,2403
Census Tract 3310; Contra Costa County; California,06013331000,06,013,331000,2184,87648,7814,2992
Census Tract 3320; Contra Costa County; California,06013332000,06,013,332000,2252,134439,8153,3757
Census Tract 3331.01; Contra Costa County; California,06013333101,06,013,333101,2326,128750,4114,2339
Census Tract 3331.02; Contra Costa County; California,06013333102,06,013,333102,2279,120412,3947,2545
Census Tract 3332; Contra Costa County; California,06013333200,06,013,333200,2267,122132,5847,3190
Census Tract 3340.01; Contra Costa County; California,06013334001,06,013,334001,2363,120074,4004,1880
Census Tract 3340.06; Contra Costa County; California,06013334006,06,013,334006,3220,162917,4716,2429
Census Tract 3340.07; Contra Costa County; California,06013334007,06,013,334007,2115,120167,3432,1515
Census Tract 3340.08; Contra Costa County; California,06013334008,06,013,334008,2396,119063,3964,1636
Census Tract 3342; Contra Costa County; California,06013334200,06,013,334200,3501,184813,7628,5328
Census Tract 3350; Contra Costa County; California,06013335000,06,013,335000,2405,170250,3669,1791
Census Tract 3361.01; Contra Costa County; California,06013336101,06,013,336101,2130,76985,4210,676
Census Tract 3361.03; Contra Costa County; California,06013336103,06,013,336103,2093,64083,4987,367
Census Tract 3361.04; Contra Costa County; California,06013336104,06,013,336104,1911,69125,2441,455
Census Tract 3362.01; Contra Costa County; California,06013336201,06,013,336201,2282,85208,3835,1325
Census Tract 3362.02; Contra Costa County; California,06013336202,06,013,336202,2032,77583,5569,1265
Census Tract 3371; Contra Costa County; California,06013337100,06,013,337100,2408,121678,3176,1229
Census Tract 3372.01; Contra Costa County; California,06013337201,06,013,337201,2101,70536,2961,1268
Census Tract 3372.02; Contra Costa County; California,06013337202,06,013,337202,2418,105858,5308,2724
Census Tract 3373; Contra Costa County; California,06013337300,06,013,337300,2735,144733,6152,3618
Census Tract 3381.01; Contra Costa County; California,06013338101,06,013,338101,2206,76123,5189,1708
Census Tract 3381.02; Contra Costa County; California,06013338102,06,013,338102,3487,175543,3219,1979
Census Tract 3382.01; Contra Costa County; California,06013338201,06,013,338201,3469,217130,4061,2730
Census Tract 3382.03; Contra Costa County; California,06013338203,06,013,338203,2725,150417,5790,2519
Census Tract 3382.04; Contra Costa County; California,06013338204,06,013,338204,3097,153674,6436,3461
Census Tract 3383.01; Contra Costa County; California,06013338301,06,013,338301,2833,213085,2922,1998
Census Tract 3383.02; Contra Costa County; California,06013338302,06,013,338302,3167,204435,5305,3176
Census Tract 3390.01; Contra Costa County; California,06013339001,06,013,339001,2321,96071,3678,1864
Census Tract 3390.03; Contra Costa County; California,06013339003,06,013,339003,2707,117753,4409,2815
Census Tract 3390.04; Contra Costa County; California,06013339004,06,013,339004,2864,144286,3321,1830
Census Tract 3400.01; Contra Costa County; California,06013340001,06,013,340001,2225,129875,6625,3476
Census Tract 3400.03; Contra Costa County; California,06013340003,06,013,340003,3217,180147,3481,2269
Census Tract 3400.04; Contra Costa County; California,06013340004,06,013,340004,3501,165509,4116,2697
Census Tract 3410; Contra Costa County; California,06013341000,06,013,341000,2419,153036,4639,3224
Census Tract 3430.01; Contra Costa County; California,06013343001,06,013,343001,2295,168116,5900,3874
Census Tract 3430.02; Contra Costa County; California,06013343002,06,013,343002,,160995,4594,3116
Census Tract 3430.03; Contra Costa County; California,06013343003,06,013,343003,2639,174148,3757,2858
Census Tract 3451.01; Contra Costa County; California,06013345101,06,013,345101,2492,180795,6762,2231
Census Tract 3451.02; Contra Costa County; California,06013345102,06,013,345102,3501,186458,4459,2226
Census Tract 3451.03; Contra Costa County; California,06013345103,06,013,345103,3018,212250,5417,2845
Census Tract 3451.05; Contra Costa County; California,06013345105,06,013,345105,3501,197019,6166,3939
Census Tract 3451.11; Contra Costa County; California,06013345111,06,013,345111,2772,145313,5769,1709
Census Tract 3451.12; Contra Costa County; California,06013345112,06,013,345112,2874,225245,8154,2670
Census Tract 3451.13; Contra Costa County; California,06013345113,06,013,345113,3501,234500,4785,2223
Census Tract 3451.14; Contra Costa County; California,06013345114,06,013,345114,3501,200286,6664,4725
Census Tract 3451.15; Contra Costa County; California,06013345115,06,013,345115,3493,231667,6491,3329
Census Tract 3451.16; Contra Costa County; California,06013345116,06,013,345116,3501,209773,2750,1426
Census Tract 3451.17; Contra Costa County; California,06013345117,06,013,345117,2779,207222,4557,2040
Census Tract 3451.18; Contra Costa County; California,06013345118,06,013,345118,3056,147660,3498,1678
Census Tract 3452.03; Contra Costa County; California,06013345203,06,013,345203,2840,198162,7306,5608
Census Tract 3452.04; Contra Costa County; California,06013345204,06,013,345204,,250001,3102,2501
Census Tract 3452.05; Contra Costa County; California,06013345205,06,013,345205,3063,171592,5589,2513
Census Tract 3452.06; Contra Costa County; California,06013345206,06,013,345206,2368,203539,3555,2258
Census Tract 3461.01; Contra Costa County; California,06013346101,06,013,346101,3501,250001,3315,2261
Census Tract 3461.02; Contra Costa County; California,06013346102,06,013,346102,3501,250001,5470,4019
Census Tract 3462.03; Contra Costa County; California,06013346203,06,013,346203,3501,184271,4110,3047
Census Tract 3462.04; Contra Costa County; California,06013346204,06,013,346204,3501,250001,7751,5244
Census Tract 3462.05; Contra Costa County; California,06013346205,06,013,346205,3501,236957,4110,3012
Census Tract 3462.06; Contra Costa County; California,06013346206,06,013,346206,,250001,3393,2132
Census Tract 3470; Contra Costa County; California,06013347000,06,013,347000,3501,250001,7241,5193
Census Tract 3480; Contra Costa County; California,06013348000,06,013,348000,3501,250001,4795,3737
Census Tract 3490; Contra Costa County; California,06013349000,06,013,349000,2787,131691,5269,3944
Census Tract 3500; Contra Costa County; California,06013350000,06,013,350000,2814,193878,5759,3726
Census Tract 3511.01; Contra Costa County; California,06013351101,06,013,351101,1242,77358,2595,2253
Census Tract 3511.03; Contra Costa County; California,06013351103,06,013,351103,2135,101042,1974,1564
Census Tract 3511.04; Contra Costa County; California,06013351104,06,013,351104,,60278,1635,1341
Census Tract 3511.05; Contra Costa County; California,06013351105,06,013,351105,1458,69306,1827,1498
Census Tract 3512; Contra Costa County; California,06013351200,06,013,351200,,250001,5463,4366
Census Tract 3521.01; Contra Costa County; California,06013352101,06,013,352101,3501,250001,3572,2043
Census Tract 3521.02; Contra Costa County; California,06013352102,06,013,352102,3501,250001,5221,3074
Census Tract 3522.01; Contra Costa County; California,06013352201,06,013,352201,2713,158611,6100,3705
Census Tract 3522.02; Contra Costa County; California,06013352202,06,013,352202,3029,176318,2546,1760
Census Tract 3530.01; Contra Costa County; California,06013353001,06,013,353001,3501,250001,4645,2597
Census Tract 3530.02; Contra Costa County; California,06013353002,06,013,353002,3501,250001,4405,3231
Census Tract 3540.01; Contra Costa County; California,06013354001,06,013,354001,3188,223207,2212,1623
Census Tract 3540.02; Contra Costa County; California,06013354002,06,013,354002,472,250001,6967,5035
Census Tract 3551.07; Contra Costa County; California,06013355107,06,013,355107,2689,128676,5497,1623
Census Tract 3551.09; Contra Costa County; California,06013355109,06,013,355109,3209,113668,7795,1721
Census Tract 3551.10; Contra Costa County; California,06013355110,06,013,355110,3501,129375,4139,956
Census Tract 3551.11; Contra Costa County; California,06013355111,06,013,355111,2822,100574,6647,1412
Census Tract 3551.12; Contra Costa County; California,06013355112,06,013,355112,3501,208214,5736,3944
Census Tract 3551.13; Contra Costa County; California,06013355113,06,013,355113,3501,242434,5460,2850
Census Tract 3551.15; Contra Costa County; California,06013355115,06,013,355115,2703,160703,10162,2392
Census Tract 3551.18; Contra Costa County; California,06013355118,06,013,355118,,121528,3764,652
Census Tract 3551.19; Contra Costa County; California,06013355119,06,013,355119,3335,165926,5107,1392
Census Tract 3551.20; Contra Costa County; California,06013355120,06,013,355120,3202,99299,3959,901
Census Tract 3551.21; Contra Costa County; California,06013355121,06,013,355121,3501,246467,6245,1390
Census Tract 3551.22; Contra Costa County; California,06013355122,06,013,355122,2639,250001,5433,1554
Census Tract 3551.23; Contra Costa County; California,06013355123,06,013,355123,3501,250001,3062,221
Census Tract 3551.24; Contra Costa County; California,06013355124,06,013,355124,3501,250001,4573,441
Census Tract 3551.25; Contra Costa County; California,06013355125,06,013,355125,2914,250001,4079,266
Census Tract 3551.26; Contra Costa County; California,06013355126,06,013,355126,2317,250001,5884,1353
Census Tract 3552.01; Contra Costa County; California,06013355201,06,013,355201,2816,167650,8458,476
Census Tract 3552.02; Contra Costa County; California,06013355202,06,013,355202,2804,159479,3663,736
Census Tract 3553.02; Contra Costa County; California,06013355302,06,013,355302,3501,250001,3285,1903
Census Tract 3553.06; Contra Costa County; California,06013355306,06,013,355306,2519,156250,4675,3523
Census Tract 3553.07; Contra Costa County; California,06013355307,06,013,355307,1939,150833,4501,2473
Census Tract 3553.08; Contra Costa County; California,06013355308,06,013,355308,3501,169857,3502,2322
Census Tract 3553.09; Contra Costa County; California,06013355309,06,013,355309,2805,199545,4957,3041
Census Tract 3553.10; Contra Costa County; California,06013355310,06,013,355310,2875,105085,2791,1606
Census Tract 3560.01; Contra Costa County; California,06013356001,06,013,356001,2558,108011,3699,818
Census Tract 3560.02; Contra Costa County; California,06013356002,06,013,356002,3099,137002,5607,1766
Census Tract 3570; Contra Costa County; California,06013357000,06,013,357000,2182,102107,3377,2269
Census Tract 3580; Contra Costa County; California,06013358000,06,013,358000,2042,72361,5676,1691
Census Tract 3591.02; Contra Costa County; California,06013359102,06,013,359102,2602,121716,5150,1416
Census Tract 3591.03; Contra Costa County; California,06013359103,06,013,359103,1940,105833,5410,1430
Census Tract 3591.04; Contra Costa County; California,06013359104,06,013,359104,2488,111833,2623,387
Census Tract 3591.05; Contra Costa County; California,06013359105,06,013,359105,3328,139318,5148,695
Census Tract 3592.02; Contra Costa County; California,06013359202,06,013,359202,3501,134306,6703,2218
Census Tract 3592.03; Contra Costa County; California,06013359203,06,013,359203,3501,136712,7044,1270
Census Tract 3592.04; Contra Costa County; California,06013359204,06,013,359204,2321,145987,4537,805
Census Tract 3601.01; Contra Costa County; California,06013360101,06,013,360101,3022,114242,3843,1610
Census Tract 3601.02; Contra Costa County; California,06013360102,06,013,360102,2816,155934,5269,1856
Census Tract 3602; Contra Costa County; California,06013360200,06,013,360200,2174,116518,5559,1215
Census Tract 3610; Contra Costa County; California,06013361000,06,013,361000,2106,111047,4946,1199
Census Tract 3620; Contra Costa County; California,06013362000,06,013,362000,1899,128929,2887,1610
Census Tract 3630; Contra Costa County; California,06013363000,06,013,363000,2626,95303,7572,2101
Census Tract 3640.02; Contra Costa County; California,06013364002,06,013,364002,2551,117241,5317,1396
Census Tract 3650.02; Contra Costa County; California,06013365002,06,013,365002,1923,75260,5436,286
Census Tract 3650.03; Contra Costa County; California,06013365003,06,013,365003,2268,76411,5098,949
Census Tract 3660.01; Contra Costa County; California,06013366001,06,013,366001,2049,88606,4580,324
Census Tract 3660.02; Contra Costa County; California,06013366002,06,013,366002,1772,84207,6443,313
Census Tract 3671; Contra Costa County; California,06013367100,06,013,367100,1780,68786,5778,419
Census Tract 3672; Contra Costa County; California,06013367200,06,013,367200,2080,94884,5886,331
Census Tract 3680.01; Contra Costa County; California,06013368001,06,013,368001,1898,97244,5121,295
Census Tract 3680.02; Contra Costa County; California,06013368002,06,013,368002,1657,64020,4274,296
Census Tract 3690.01; Contra Costa County; California,06013369001,06,013,369001,1948,71991,7260,1076
Census Tract 3690.02; Contra Costa County; California,06013369002,06,013,369002,2076,83929,2821,998
Census Tract 3700; Contra Costa County; California,06013370000,06,013,370000,2273,162841,2987,1346
Census Tract 3710; Contra Costa County; California,06013371000,06,013,371000,2363,102569,5883,1437
Census Tract 3720; Contra Costa County; California,06013372000,06,013,372000,2157,93452,7691,961
Census Tract 3730; Contra Costa County; California,06013373000,06,013,373000,2186,79417,4613,194
Census Tract 3740; Contra Costa County; California,06013374000,06,013,374000,1500,87344,4724,852
Census Tract 3750; Contra Costa County; California,06013375000,06,013,375000,1381,78427,5506,438
Census Tract 3760; Contra Costa County; California,06013376000,06,013,376000,1506,73197,6742,112
Census Tract 3770; Contra Costa County; California,06013377000,06,013,377000,1344,43604,7729,482
Census Tract 3780; Contra Costa County; California,06013378000,06,013,378000,2069,133729,4085,2445
Census Tract 3790; Contra Costa County; California,06013379000,06,013,379000,1890,67138,8122,273
Census Tract 3800.01; Contra Costa County; California,06013380001,06,013,380001,2627,131741,3107,1188
Census Tract 3800.02; Contra Costa County; California,06013380002,06,013,380002,1763,56146,3358,869
Census Tract 3810; Contra Costa County; California,06013381000,06,013,381000,1434,85380,6722,255
Census Tract 3820; Contra Costa County; California,06013382000,06,013,382000,1418,59193,8589,1223
Census Tract 3830; Contra Costa County; California,06013383000,06,013,383000,1906,127920,5508,2366
Census Tract 3840; Contra Costa County; California,06013384000,06,013,384000,3501,180375,4136,2275
Census Tract 3851; Contra Costa County; California,06013385100,06,013,385100,3501,166971,2963,1515
Census Tract 3852; Contra Costa County; California,06013385200,06,013,385200,3458,132115,1374,629
Census Tract 3860; Contra Costa County; California,06013386000,06,013,386000,2440,78125,3688,1101
Census Tract 3870; Contra Costa County; California,06013387000,06,013,387000,2421,111806,3000,1369
Census Tract 3880; Contra Costa County; California,06013388000,06,013,388000,2387,131417,2882,1254
Census Tract 3891; Contra Costa County; California,06013389100,06,013,389100,2256,100192,2361,786
Census Tract 3892; Contra Costa County; California,06013389200,06,013,389200,2288,92083,1761,396
Census Tract 3901; Contra Costa County; California,06013390100,06,013,390100,2685,180391,2279,1533
Census Tract 3902; Contra Costa County; California,06013390200,06,013,390200,2705,175250,1856,1198
Census Tract 3910; Contra Costa County; California,06013391000,06,013,391000,3501,179643,2599,1718
Census Tract 3920; Contra Costa County; California,06013392000,06,013,392000,3501,228438,2495,1744
Census Tract 3922.01; Contra Costa County; California,06013392201,06,013,392201,2764,103946,4772,344
Census Tract 3922.02; Contra Costa County; California,06013392202,06,013,392202,2710,110948,4613,785
Census Tract 3923; Contra Costa County; California,06013392300,06,013,392300,1703,152600,3809,255
Census Tract 9800; Contra Costa County; California,06013980000,06,013,980000,,,508,177
Census Tract 9900; Contra Costa County; California,06013990000,06,013,990000,,,0,0
Census Tract 1011; Marin County; California,06041101100,06,041,101100,3501,154167,2459,1768
Census Tract 1012; Marin County; California,06041101200,06,041,101200,1831,119762,2756,1867
Census Tract 1021; Marin County; California,06041102100,06,041,102100,2813,122432,2160,1390
Census Tract 1022.02; Marin County; California,06041102202,06,041,102202,2934,106458,5291,3134
Census Tract 1022.03; Marin County; California,06041102203,06,041,102203,2027,81238,5598,2737
Census Tract 1031; Marin County; California,06041103100,06,041,103100,3501,169127,7096,4957
Census Tract 1032; Marin County; California,06041103200,06,041,103200,2519,105423,6489,4361
Census Tract 1041.02; Marin County; California,06041104102,06,041,104102,2389,90956,5609,1856
Census Tract 1041.03; Marin County; California,06041104103,06,041,104103,2446,162213,2831,1748
Census Tract 1041.04; Marin County; California,06041104104,06,041,104104,2610,142413,5092,2886
Census Tract 1042; Marin County; California,06041104200,06,041,104200,3013,107965,5595,3487
Census Tract 1043; Marin County; California,06041104300,06,041,104300,2420,162371,1681,1286
Census Tract 1050.01; Marin County; California,06041105001,06,041,105001,2250,93828,4415,1553
Census Tract 1050.02; Marin County; California,06041105002,06,041,105002,2423,132269,2922,1832
Census Tract 1060.01; Marin County; California,06041106001,06,041,106001,3389,87917,5585,2995
Census Tract 1060.02; Marin County; California,06041106002,06,041,106002,3255,138165,5632,3409
Census Tract 1070; Marin County; California,06041107000,06,041,107000,3501,200938,6334,5123
Census Tract 1081; Marin County; California,06041108100,06,041,108100,3501,146924,6525,4909
Census Tract 1082.01; Marin County; California,06041108201,06,041,108201,2217,93295,2459,1196
Census Tract 1082.02; Marin County; California,06041108202,06,041,108202,,94592,4659,2738
Census Tract 1090.01; Marin County; California,06041109001,06,041,109001,2155,97234,4044,2016
Census Tract 1090.02; Marin County; California,06041109002,06,041,109002,1811,150431,4276,3365
Census Tract 1101; Marin County; California,06041110100,06,041,110100,2272,107978,5463,3787
Census Tract 1102; Marin County; California,06041110200,06,041,110200,,214904,5094,3742
Census Tract 1110.01; Marin County; California,06041111001,06,041,111001,2479,98250,746,578
Census Tract 1110.02; Marin County; California,06041111002,06,041,111002,2306,91949,4425,2975
Census Tract 1121; Marin County; California,06041112100,06,041,112100,2332,104040,4452,2692
Census Tract 1122.02; Marin County; California,06041112202,06,041,112202,2504,100556,6088,915
Census Tract 1122.03; Marin County; California,06041112203,06,041,112203,2318,66080,2260,28
Census Tract 1122.04; Marin County; California,06041112204,06,041,112204,1824,59201,4395,152
Census Tract 1130; Marin County; California,06041113000,06,041,113000,3032,142203,4009,3131
Census Tract 1141; Marin County; California,06041114100,06,041,114100,2561,141563,5034,4102
Census Tract 1142; Marin County; California,06041114200,06,041,114200,1993,125714,3134,2595
